Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WinnerTeam,LoserTeam
1985,138,1246,64,1424,61,N,0,Kentucky,UNLV
1985,138,1256,79,1326,67,N,0,Louisiana Tech,Ohio St
1985,138,1260,70,1374,57,N,0,Loyola-Chicago,SMU
1985,138,1314,60,1323,58,N,0,North Carolina,Notre Dame
1985,138,1328,75,1229,69,N,0,Oklahoma,Illinois St
1985,138,1385,68,1116,65,N,0,St John's,Arkansas
1985,139,1104,63,1433,59,N,0,Alabama,VCU
1985,139,1130,74,1181,73,N,0,Boston College,Duke
1985,139,1210,70,1393,53,N,0,Georgia Tech,Syracuse
1985,139,1228,74,1208,58,N,0,Illinois,Georgia
1985,139,1268,64,1298,59,N,0,Maryland,Navy
1985,139,1272,67,1412,66,N,1,Memphis,UAB
1985,139,1301,86,1431,73,N,0,NC State,UTEP
1985,139,1437,59,1276,55,N,0,Villanova,Michigan
1985,143,1207,65,1260,53,N,0,Georgetown,Loyola-Chicago
1985,143,1210,61,1228,53,N,0,Georgia Tech,Illinois
1985,143,1272,59,1130,57,N,0,Memphis,Boston College
1985,143,1328,86,1256,84,N,1,Oklahoma,Louisiana Tech
1985,144,1301,61,1104,55,N,0,NC State,Alabama
1985,144,1314,62,1120,56,N,0,North Carolina,Auburn
1985,144,1385,86,1246,70,N,0,St John's,Kentucky
1985,144,1437,46,1268,43,N,0,Villanova,Maryland
1985,145,1207,60,1210,54,N,0,Georgetown,Georgia Tech
1985,145,1272,63,1328,61,N,0,Memphis,Oklahoma
1985,146,1385,69,1301,60,N,0,St John's,NC State
1985,146,1437,56,1314,44,N,0,Villanova,North Carolina
1985,152,1207,77,1385,59,N,0,Georgetown,St John's
1985,152,1437,52,1272,45,N,0,Villanova,Memphis
1985,154,1437,66,1207,64,N,0,Villanova,Georgetown
1986,136,1133,83,1431,65,N,0,Bradley,UTEP
1986,136,1177,72,1438,68,N,0,DePaul,Virginia
1986,136,1181,85,1290,78,N,0,Duke,MS Valley St
1986,136,1207,70,1403,64,N,0,Georgetown,Texas Tech
1986,136,1210,68,1265,53,N,0,Georgia Tech,Marist
1986,136,1242,71,1299,46,N,0,Kansas,NC A&T
1986,136,1257,93,1180,73,N,0,Louisville,Drexel
1986,136,1261,94,1345,87,N,1,LSU,Purdue
1986,136,1272,95,1123,63,N,0,Memphis,Ball St
1986,136,1277,72,1449,70,N,0,Michigan St,Washington
1986,136,1314,84,1428,72,N,0,North Carolina,Utah
1986,136,1328,80,1318,74,N,0,Oklahoma,Northeastern
1986,136,1330,72,1452,64,N,0,Old Dominion,West Virginia
1986,136,1396,61,1239,50,N,1,Temple,Jacksonville
1986,136,1412,66,1281,64,N,0,UAB,Missouri
1986,136,1437,71,1439,62,N,0,Villanova,Virginia Tech
1986,137,1104,97,1462,80,N,0,Alabama,Xavier
1986,137,1114,90,1323,83,N,0,Ark Little Rock,Notre Dame
1986,137,1120,73,1112,63,N,0,Auburn,Arizona
1986,137,1156,83,1231,79,N,0,Cleveland St,Indiana
1986,137,1228,75,1193,51,N,0,Illinois,Fairfield
1986,137,1235,81,1275,79,N,1,Iowa St,Miami OH
1986,137,1246,75,1172,55,N,0,Kentucky,Davidson
1986,137,1268,69,1337,64,N,0,Maryland,Pepperdine
1986,137,1276,70,1103,64,N,0,Michigan,Akron
1986,137,1298,87,1409,68,N,0,Navy,Tulsa
1986,137,1301,66,1234,64,N,0,NC State,Iowa
1986,137,1385,83,1286,74,N,0,St John's,Montana St
1986,137,1386,60,1350,59,N,0,St Joseph's PA,Richmond
1986,137,1393,101,1135,52,N,0,Syracuse,Brown
1986,137,1424,74,1419,51,N,0,UNLV,ULM
1986,137,1443,67,1304,59,N,0,WKU,Nebraska
1986,138,1177,74,1328,69,N,0,DePaul,Oklahoma
1986,138,1181,89,1330,61,N,0,Duke,Old Dominion
1986,138,1210,66,1437,61,N,0,Georgia Tech,Villanova
1986,138,1242,65,1396,43,N,0,Kansas,Temple
1986,138,1257,82,1133,68,N,0,Louisville,Bradley
1986,138,1261,83,1272,81,N,0,LSU,Memphis
1986,138,1277,80,1207,68,N,0,Michigan St,Georgetown
1986,138,1314,77,1412,59,N,0,North Carolina,UAB
1986,139,1104,58,1228,56,N,0,Alabama,Illinois
1986,139,1120,81,1385,65,N,0,Auburn,St John's
1986,139,1156,75,1386,69,N,0,Cleveland St,St Joseph's PA
1986,139,1235,72,1276,69,N,0,Iowa St,Michigan
1986,139,1246,71,1443,64,N,0,Kentucky,WKU
1986,139,1298,97,1393,85,N,0,Navy,Syracuse
1986,139,1301,80,1114,66,N,1,NC State,Ark Little Rock
1986,139,1424,70,1268,64,N,0,UNLV,Maryland
1986,143,1120,70,1424,63,N,0,Auburn,UNLV
1986,143,1246,68,1104,63,N,0,Kentucky,Alabama
1986,143,1257,94,1314,79,N,0,Louisville,North Carolina
1986,143,1261,70,1210,64,N,0,LSU,Georgia Tech
1986,144,1181,74,1177,67,N,0,Duke,DePaul
1986,144,1242,96,1277,86,N,1,Kansas,Michigan St
1986,144,1298,71,1156,70,N,0,Navy,Cleveland St
1986,144,1301,70,1235,66,N,0,NC State,Iowa St
1986,145,1257,84,1120,76,N,0,Louisville,Auburn
1986,145,1261,59,1246,57,N,0,LSU,Kentucky
1986,146,1181,71,1298,50,N,0,Duke,Navy
1986,146,1242,75,1301,67,N,0,Kansas,NC State
1986,152,1181,71,1242,67,N,0,Duke,Kansas
1986,152,1257,88,1261,77,N,0,Louisville,LSU
1986,154,1257,72,1181,69,N,0,Louisville,Duke
1987,136,1104,88,1299,71,N,0,Alabama,NC A&T
1987,136,1120,62,1360,61,N,0,Auburn,San Diego
1987,136,1122,68,1228,67,N,0,Austin Peay,Illinois
1987,136,1181,58,1401,51,N,0,Duke,Texas A&M
1987,136,1231,92,1193,58,N,0,Indiana,Fairfield
1987,136,1243,82,1208,79,N,1,Kansas St,Georgia
1987,136,1276,97,1298,82,N,0,Michigan,Navy
1987,136,1309,83,1140,79,N,0,New Orleans,BYU
1987,136,1314,113,1335,82,N,0,North Carolina,Penn
1987,136,1323,84,1292,71,N,0,Notre Dame,MTSU
1987,136,1344,90,1412,68,N,0,Providence,UAB
1987,136,1395,76,1267,60,N,0,TCU,Marshall
1987,136,1417,92,1141,73,N,0,UCLA,C Michigan
1987,136,1424,95,1226,70,N,0,UNLV,Idaho St
1987,136,1461,64,1438,60,N,0,Wyoming,Virginia
1987,136,1462,70,1281,69,N,0,Xavier,Missouri
1987,137,1177,76,1256,62,N,0,DePaul,Louisiana Tech
1987,137,1196,82,1301,70,N,0,Florida,NC State
1987,137,1207,75,1137,53,N,0,Georgetown,Bucknell
1987,137,1234,99,1365,76,N,0,Iowa,Santa Clara
1987,137,1242,66,1222,55,N,0,Kansas,Houston
1987,137,1261,85,1210,79,N,0,LSU,Georgia Tech
1987,137,1283,65,1155,60,N,0,Missouri St,Clemson
1987,137,1326,91,1246,77,N,0,Ohio St,Kentucky
1987,137,1328,74,1409,69,N,0,Oklahoma,Tulsa
1987,137,1338,93,1265,68,N,0,Pittsburgh,Marist
1987,137,1345,104,1318,95,N,0,Purdue,Northeastern
1987,137,1385,57,1455,55,N,0,St John's,Wichita St
1987,137,1393,79,1204,73,N,0,Syracuse,Ga Southern
1987,137,1396,75,1380,56,N,0,Temple,Southern Univ
1987,137,1431,98,1112,91,N,1,UTEP,Arizona
1987,137,1443,64,1452,62,N,0,WKU,West Virginia
1987,138,1104,101,1309,76,N,0,Alabama,New Orleans
1987,138,1181,65,1462,60,N,0,Duke,Xavier
1987,138,1231,107,1120,90,N,0,Indiana,Auburn
1987,138,1314,109,1276,97,N,0,North Carolina,Michigan
1987,138,1323,58,1395,57,N,0,Notre Dame,TCU
1987,138,1344,90,1122,87,N,1,Providence,Austin Peay
1987,138,1424,80,1243,61,N,0,UNLV,Kansas St
1987,138,1461,78,1417,68,N,0,Wyoming,UCLA
1987,139,1177,83,1385,75,N,1,DePaul,St John's
1987,139,1196,85,1345,66,N,0,Florida,Purdue
1987,139,1207,82,1326,79,N,0,Georgetown,Ohio St
1987,139,1234,84,1431,82,N,0,Iowa,UTEP
1987,139,1242,67,1283,63,N,0,Kansas,Missouri St
1987,139,1261,72,1396,62,N,0,LSU,Temple
1987,139,1328,96,1338,93,N,0,Oklahoma,Pittsburgh
1987,139,1393,104,1443,86,N,0,Syracuse,WKU
1987,143,1207,70,1242,57,N,0,Georgetown,Kansas
1987,143,1314,74,1323,68,N,0,North Carolina,Notre Dame
1987,143,1344,103,1104,82,N,0,Providence,Alabama
1987,143,1393,87,1196,81,N,0,Syracuse,Florida
1987,144,1231,88,1181,82,N,0,Indiana,Duke
1987,144,1234,93,1328,91,N,1,Iowa,Oklahoma
1987,144,1261,63,1177,58,N,0,LSU,DePaul
1987,144,1424,92,1461,78,N,0,UNLV,Wyoming
1987,145,1344,88,1207,73,N,0,Providence,Georgetown
1987,145,1393,79,1314,75,N,0,Syracuse,North Carolina
1987,146,1231,77,1261,76,N,0,Indiana,LSU
1987,146,1424,84,1234,81,N,0,UNLV,Iowa
1987,152,1231,97,1424,93,N,0,Indiana,UNLV
1987,152,1393,77,1344,63,N,0,Syracuse,Providence
1987,154,1231,74,1393,73,N,0,Indiana,Syracuse
1988,136,1120,90,1133,86,N,0,Auburn,Bradley
1988,136,1140,98,1150,92,N,1,BYU,Charlotte
1988,136,1177,83,1455,62,N,0,DePaul,Wichita St
1988,136,1181,85,1131,69,N,0,Duke,Boston Univ
1988,136,1196,62,1385,59,N,0,Florida,St John's
1988,136,1243,66,1247,53,N,0,Kansas St,La Salle
1988,136,1257,70,1333,61,N,0,Louisville,Oregon St
1988,136,1258,119,1461,115,N,0,Loy Marymount,Wyoming
1988,136,1272,75,1124,60,N,0,Memphis,Baylor
1988,136,1276,63,1129,58,N,0,Michigan,Boise St
1988,136,1314,83,1317,65,N,0,North Carolina,North Texas
1988,136,1328,94,1151,66,N,0,Oklahoma,Chattanooga
1988,136,1345,94,1192,79,N,0,Purdue,F Dickinson
1988,136,1348,87,1281,80,N,0,Rhode Island,Missouri
1988,136,1374,83,1323,75,N,0,SMU,Notre Dame
1988,136,1393,69,1299,55,N,0,Syracuse,NC A&T
1988,137,1112,90,1165,50,N,0,Arizona,Cornell
1988,137,1207,66,1261,63,N,0,Georgetown,LSU
1988,137,1210,90,1235,78,N,0,Georgia Tech,Iowa St
1988,137,1228,81,1427,72,N,0,Illinois,UT San Antonio
1988,137,1234,102,1199,98,N,0,Iowa,Florida St
1988,137,1242,85,1462,72,N,0,Kansas,Xavier
1988,137,1246,99,1380,84,N,0,Kentucky,Southern Univ
1988,137,1268,92,1364,82,N,0,Maryland,UC Santa Barbara
1988,137,1293,78,1301,75,N,0,Murray St,NC State
1988,137,1338,108,1185,90,N,0,Pittsburgh,E Michigan
1988,137,1350,72,1231,69,N,0,Richmond,Indiana
1988,137,1371,80,1431,64,N,0,Seton Hall,UTEP
1988,137,1396,87,1250,73,N,0,Temple,Lehigh
1988,137,1424,54,1283,50,N,0,UNLV,Missouri St
1988,137,1435,80,1429,77,N,0,Vanderbilt,Utah St
1988,137,1437,82,1116,74,N,0,Villanova,Arkansas
1988,138,1181,94,1374,79,N,0,Duke,SMU
1988,138,1243,66,1177,58,N,0,Kansas St,DePaul
1988,138,1257,97,1140,76,N,0,Louisville,BYU
1988,138,1276,108,1196,85,N,0,Michigan,Florida
1988,138,1314,123,1258,97,N,0,North Carolina,Loy Marymount
1988,138,1328,107,1120,87,N,0,Oklahoma,Auburn
1988,138,1345,100,1272,73,N,0,Purdue,Memphis
1988,138,1348,97,1393,94,N,0,Rhode Island,Syracuse
1988,139,1112,84,1371,55,N,0,Arizona,Seton Hall
1988,139,1234,104,1424,86,N,0,Iowa,UNLV
1988,139,1242,61,1293,58,N,0,Kansas,Murray St
1988,139,1246,90,1268,81,N,0,Kentucky,Maryland
1988,139,1350,59,1210,55,N,0,Richmond,Georgia Tech
1988,139,1396,74,1207,53,N,0,Temple,Georgetown
1988,139,1435,80,1338,74,N,1,Vanderbilt,Pittsburgh
1988,139,1437,66,1228,63,N,0,Villanova,Illinois
1988,143,1181,73,1348,72,N,0,Duke,Rhode Island
1988,143,1328,108,1257,98,N,0,Oklahoma,Louisville
1988,143,1396,69,1350,47,N,0,Temple,Richmond
1988,143,1437,80,1246,74,N,0,Villanova,Kentucky
1988,144,1112,99,1234,79,N,0,Arizona,Iowa
1988,144,1242,77,1435,64,N,0,Kansas,Vanderbilt
1988,144,1243,73,1345,70,N,0,Kansas St,Purdue
1988,144,1314,78,1276,69,N,0,North Carolina,Michigan
1988,145,1181,63,1396,53,N,0,Duke,Temple
1988,145,1328,78,1437,59,N,0,Oklahoma,Villanova
1988,146,1112,70,1314,52,N,0,Arizona,North Carolina
1988,146,1242,71,1243,58,N,0,Kansas,Kansas St
1988,152,1242,66,1181,59,N,0,Kansas,Duke
1988,152,1328,86,1112,78,N,0,Oklahoma,Arizona
1988,154,1242,83,1328,79,N,0,Kansas,Oklahoma
1989,136,1112,94,1352,60,N,0,Arizona,Robert Morris
1989,136,1116,120,1258,101,N,0,Arkansas,Loy Marymount
1989,136,1123,68,1338,64,N,0,Ball St,Pittsburgh
1989,136,1155,83,1388,70,N,0,Clemson,St Mary's CA
1989,136,1177,66,1272,63,N,0,DePaul,Memphis
1989,136,1181,90,1354,69,N,0,Duke,S Carolina St
1989,136,1228,77,1270,71,N,0,Illinois,McNeese St
1989,136,1256,83,1247,74,N,0,Louisiana Tech,La Salle
1989,136,1257,76,1114,71,N,0,Louisville,Ark Little Rock
1989,136,1278,86,1243,75,N,0,Minnesota,Kansas St
1989,136,1292,97,1199,83,N,0,MTSU,Florida St
1989,136,1328,72,1190,71,N,0,Oklahoma,ETSU
1989,136,1373,80,1390,78,N,0,Siena,Stanford
1989,136,1424,68,1225,56,N,0,UNLV,Idaho
1989,136,1438,100,1344,97,N,0,Virginia,Providence
1989,136,1452,84,1397,68,N,0,West Virginia,Tennessee
1989,137,1161,68,1196,46,N,0,Colorado St,Florida
1989,137,1191,94,1333,90,N,1,Evansville,Oregon St
1989,137,1207,50,1343,49,N,0,Georgetown,Princeton
1989,137,1231,99,1206,85,N,0,Indiana,George Mason
1989,137,1234,87,1353,73,N,0,Iowa,Rutgers
1989,137,1276,92,1462,87,N,0,Michigan,Xavier
1989,137,1281,85,1166,69,N,0,Missouri,Creighton
1989,137,1301,81,1376,66,N,0,NC State,South Carolina
1989,137,1314,93,1380,79,N,0,North Carolina,Southern Univ
1989,137,1323,81,1435,65,N,0,Notre Dame,Vanderbilt
1989,137,1371,60,1283,51,N,0,Seton Hall,Missouri St
1989,137,1375,86,1104,84,N,0,South Alabama,Alabama
1989,137,1393,104,1137,81,N,0,Syracuse,Bucknell
1989,137,1400,76,1210,70,N,0,Texas,Georgia Tech
1989,137,1417,84,1235,74,N,0,UCLA,Iowa St
1989,137,1431,85,1261,74,N,0,UTEP,LSU
1989,138,1112,94,1155,68,N,0,Arizona,Clemson
1989,138,1181,70,1452,63,N,0,Duke,West Virginia
1989,138,1228,72,1123,60,N,0,Illinois,Ball St
1989,138,1257,93,1116,84,N,0,Louisville,Arkansas
1989,138,1278,80,1373,67,N,0,Minnesota,Siena
1989,138,1328,124,1256,81,N,0,Oklahoma,Louisiana Tech
1989,138,1424,85,1177,70,N,0,UNLV,DePaul
1989,138,1438,104,1292,88,N,0,Virginia,MTSU
1989,139,1207,81,1323,74,N,0,Georgetown,Notre Dame
1989,139,1231,92,1431,69,N,0,Indiana,UTEP
1989,139,1276,91,1375,82,N,0,Michigan,South Alabama
1989,139,1281,108,1400,89,N,0,Missouri,Texas
1989,139,1301,102,1234,96,N,1,NC State,Iowa
1989,139,1314,88,1417,81,N,0,North Carolina,UCLA
1989,139,1371,87,1191,73,N,0,Seton Hall,Evansville
1989,139,1393,65,1161,50,N,0,Syracuse,Colorado St
1989,143,1276,92,1314,87,N,0,Michigan,North Carolina
1989,143,1371,78,1231,65,N,0,Seton Hall,Indiana
1989,143,1424,68,1112,67,N,0,UNLV,Arizona
1989,143,1438,86,1328,80,N,0,Virginia,Oklahoma
1989,144,1181,87,1278,70,N,0,Duke,Minnesota
1989,144,1207,69,1301,61,N,0,Georgetown,NC State
1989,144,1228,83,1257,69,N,0,Illinois,Louisville
1989,144,1393,83,1281,80,N,0,Syracuse,Missouri
1989,145,1276,102,1438,65,N,0,Michigan,Virginia
1989,145,1371,84,1424,61,N,0,Seton Hall,UNLV
1989,146,1181,85,1207,77,N,0,Duke,Georgetown
1989,146,1228,89,1393,86,N,0,Illinois,Syracuse
1989,152,1276,83,1228,81,N,0,Michigan,Illinois
1989,152,1371,95,1181,78,N,0,Seton Hall,Duke
1989,154,1276,80,1371,79,N,1,Michigan,Seton Hall
1990,136,1116,68,1343,64,N,0,Arkansas,Princeton
1990,136,1123,54,1333,53,N,0,Ball St,Oregon St
1990,136,1143,65,1231,63,N,0,California,Indiana
1990,136,1155,49,1140,47,N,0,Clemson,BYU
1990,136,1163,76,1131,52,N,0,Connecticut,Boston Univ
1990,136,1173,88,1228,86,N,0,Dayton,Illinois
1990,136,1210,99,1190,83,N,0,Georgia Tech,ETSU
1990,136,1247,79,1379,63,N,0,La Salle,Southern Miss
1990,136,1257,78,1225,59,N,0,Louisville,Idaho
1990,136,1261,70,1437,63,N,0,LSU,Villanova
1990,136,1277,75,1293,71,N,1,Michigan St,Murray St
1990,136,1314,83,1283,70,N,0,North Carolina,Missouri St
1990,136,1326,84,1344,83,N,1,Ohio St,Providence
1990,136,1328,77,1406,68,N,0,Oklahoma,Towson
1990,136,1364,70,1222,66,N,0,UC Santa Barbara,Houston
1990,136,1424,102,1114,72,N,0,UNLV,Ark Little Rock
1990,137,1104,71,1161,54,N,0,Alabama,Colorado St
1990,137,1112,79,1378,67,N,0,Arizona,South Florida
1990,137,1181,81,1350,46,N,0,Duke,Richmond
1990,137,1207,70,1411,52,N,0,Georgetown,TX Southern
1990,137,1242,79,1352,71,N,0,Kansas,Robert Morris
1990,137,1258,111,1308,92,N,0,Loy Marymount,New Mexico St
1990,137,1276,76,1229,70,N,0,Michigan,Illinois St
1990,137,1278,64,1431,61,N,1,Minnesota,UTEP
1990,137,1320,74,1281,71,N,0,Northern Iowa,Missouri
1990,137,1345,75,1419,63,N,0,Purdue,ULM
1990,137,1385,81,1396,65,N,0,St John's,Temple
1990,137,1393,70,1164,48,N,0,Syracuse,Coppin St
1990,137,1400,100,1208,88,N,0,Texas,Georgia
1990,137,1417,68,1412,56,N,0,UCLA,UAB
1990,137,1438,75,1323,67,N,0,Virginia,Notre Dame
1990,137,1462,87,1243,79,N,0,Xavier,Kansas St
1990,138,1116,86,1173,84,N,0,Arkansas,Dayton
1990,138,1123,62,1257,60,N,0,Ball St,Louisville
1990,138,1155,79,1247,75,N,0,Clemson,La Salle
1990,138,1163,74,1143,54,N,0,Connecticut,California
1990,138,1210,94,1261,91,N,0,Georgia Tech,LSU
1990,138,1277,62,1364,58,N,0,Michigan St,UC Santa Barbara
1990,138,1314,79,1328,77,N,0,North Carolina,Oklahoma
1990,138,1424,76,1326,65,N,0,UNLV,Ohio St
1990,139,1104,77,1112,55,N,0,Alabama,Arizona
1990,139,1181,76,1385,72,N,0,Duke,St John's
1990,139,1258,149,1276,115,N,0,Loy Marymount,Michigan
1990,139,1278,81,1320,78,N,0,Minnesota,Northern Iowa
1990,139,1393,63,1438,61,N,0,Syracuse,Virginia
1990,139,1400,73,1345,72,N,0,Texas,Purdue
1990,139,1417,71,1242,70,N,0,UCLA,Kansas
1990,139,1462,74,1207,71,N,0,Xavier,Georgetown
1990,143,1116,96,1314,73,N,0,Arkansas,North Carolina
1990,143,1163,71,1155,70,N,0,Connecticut,Clemson
1990,143,1181,90,1417,81,N,0,Duke,UCLA
1990,143,1400,102,1462,89,N,0,Texas,Xavier
1990,144,1210,81,1277,80,N,1,Georgia Tech,Michigan St
1990,144,1258,62,1104,60,N,0,Loy Marymount,Alabama
1990,144,1278,82,1393,75,N,0,Minnesota,Syracuse
1990,144,1424,69,1123,67,N,0,UNLV,Ball St
1990,145,1116,88,1400,85,N,0,Arkansas,Texas
1990,145,1181,79,1163,78,N,1,Duke,Connecticut
1990,146,1210,93,1278,91,N,0,Georgia Tech,Minnesota
1990,146,1424,131,1258,101,N,0,UNLV,Loy Marymount
1990,152,1181,97,1116,83,N,0,Duke,Arkansas
1990,152,1424,90,1210,81,N,0,UNLV,Georgia Tech
1990,154,1424,103,1181,73,N,0,UNLV,Duke
1991,136,1112,93,1384,80,N,0,Arizona,St Francis PA
1991,136,1140,61,1438,48,N,0,BYU,Virginia
1991,136,1163,79,1261,62,N,0,Connecticut,LSU
1991,136,1166,64,1308,56,N,0,Creighton,New Mexico St
1991,136,1181,102,1419,73,N,0,Duke,ULM
1991,136,1199,75,1425,72,N,0,Florida St,USC
1991,136,1231,79,1157,69,N,0,Indiana,Coastal Car
1991,136,1234,76,1190,73,N,0,Iowa,ETSU
1991,136,1242,55,1309,49,N,0,Kansas,New Orleans
1991,136,1301,114,1379,85,N,0,NC State,Southern Miss
1991,136,1329,67,1307,54,N,0,Oklahoma St,New Mexico
1991,136,1338,76,1208,68,N,1,Pittsburgh,Georgia
1991,136,1350,73,1393,69,N,0,Richmond,Syracuse
1991,136,1371,71,1337,51,N,0,Seton Hall,Pepperdine
1991,136,1396,80,1345,63,N,0,Temple,Purdue
1991,136,1462,89,1304,84,N,0,Xavier,Nebraska
1991,137,1104,89,1293,79,N,0,Alabama,Murray St
1991,137,1113,79,1353,76,N,0,Arizona St,Rutgers
1991,137,1116,117,1209,76,N,0,Arkansas,Georgia St
1991,137,1185,76,1280,56,N,0,E Michigan,Mississippi St
1991,137,1207,70,1435,60,N,0,Georgetown,Vanderbilt
1991,137,1210,87,1177,70,N,0,Georgia Tech,DePaul
1991,137,1277,60,1453,58,N,0,Michigan St,WI Green Bay
1991,137,1314,101,1318,66,N,0,North Carolina,Northeastern
1991,137,1326,97,1406,86,N,0,Ohio St,Towson
1991,137,1336,74,1417,69,N,0,Penn St,UCLA
1991,137,1385,75,1296,68,N,0,St John's,N Illinois
1991,137,1400,73,1389,65,N,0,Texas,St Peter's
1991,137,1424,99,1285,65,N,0,UNLV,Montana
1991,137,1428,82,1375,72,N,0,Utah,South Alabama
1991,137,1437,50,1343,48,N,0,Villanova,Princeton
1991,137,1448,71,1256,65,N,0,Wake Forest,Louisiana Tech
1991,138,1112,76,1140,61,N,0,Arizona,BYU
1991,138,1163,66,1462,50,N,0,Connecticut,Xavier
1991,138,1181,85,1234,70,N,0,Duke,Iowa
1991,138,1231,82,1199,60,N,0,Indiana,Florida St
1991,138,1242,77,1338,66,N,0,Kansas,Pittsburgh
1991,138,1329,73,1301,64,N,0,Oklahoma St,NC State
1991,138,1371,81,1166,69,N,0,Seton Hall,Creighton
1991,138,1396,77,1350,64,N,0,Temple,Richmond
1991,139,1104,96,1448,88,N,0,Alabama,Wake Forest
1991,139,1116,97,1113,90,N,0,Arkansas,Arizona St
1991,139,1185,71,1336,68,N,1,E Michigan,Penn St
1991,139,1314,84,1437,69,N,0,North Carolina,Villanova
1991,139,1326,65,1210,61,N,0,Ohio St,Georgia Tech
1991,139,1385,84,1400,76,N,0,St John's,Texas
1991,139,1424,62,1207,54,N,0,UNLV,Georgetown
1991,139,1428,85,1277,84,N,1,Utah,Michigan St
1991,143,1116,93,1104,70,N,0,Arkansas,Alabama
1991,143,1242,83,1231,65,N,0,Kansas,Indiana
1991,143,1371,81,1112,77,N,0,Seton Hall,Arizona
1991,143,1424,83,1428,66,N,0,UNLV,Utah
1991,144,1181,81,1163,67,N,0,Duke,Connecticut
1991,144,1314,93,1185,67,N,0,North Carolina,E Michigan
1991,144,1385,91,1326,74,N,0,St John's,Ohio St
1991,144,1396,72,1329,63,N,1,Temple,Oklahoma St
1991,145,1242,93,1116,81,N,0,Kansas,Arkansas
1991,145,1424,77,1371,65,N,0,UNLV,Seton Hall
1991,146,1181,78,1385,61,N,0,Duke,St John's
1991,146,1314,75,1396,72,N,0,North Carolina,Temple
1991,152,1181,79,1424,77,N,0,Duke,UNLV
1991,152,1242,79,1314,73,N,0,Kansas,North Carolina
1991,154,1181,72,1242,65,N,0,Duke,Kansas
1992,136,1104,80,1390,75,N,0,Alabama,Stanford
1992,136,1116,80,1293,69,N,0,Arkansas,Murray St
1992,136,1163,86,1304,65,N,0,Connecticut,Nebraska
1992,136,1181,82,1144,56,N,0,Duke,Campbell
1992,136,1199,78,1285,68,N,0,Florida St,Montana
1992,136,1207,75,1378,60,N,0,Georgetown,South Florida
1992,136,1210,65,1222,60,N,0,Georgia Tech,Houston
1992,136,1231,94,1183,55,N,0,Indiana,E Illinois
1992,136,1234,98,1400,92,N,0,Iowa,Texas
1992,136,1261,94,1140,83,N,0,LSU,BYU
1992,136,1272,80,1337,70,N,0,Memphis,Pepperdine
1992,136,1281,89,1452,78,N,0,Missouri,West Virginia
1992,136,1314,68,1275,63,N,0,North Carolina,Miami OH
1992,136,1326,83,1290,56,N,0,Ohio St,MS Valley St
1992,136,1371,78,1247,76,N,0,Seton Hall,La Salle
1992,136,1425,84,1419,54,N,0,USC,ULM
1992,137,1153,85,1174,47,N,0,Cincinnati,Delaware
1992,137,1190,87,1112,80,N,0,ETSU,Arizona
1992,137,1235,76,1150,74,N,0,Iowa St,Charlotte
1992,137,1242,100,1224,67,N,0,Kansas,Howard
1992,137,1246,88,1330,69,N,0,Kentucky,Old Dominion
1992,137,1257,81,1448,58,N,0,Louisville,Wake Forest
