Season,Seed,TeamID,TeamName
1989,Y06,1210,Georgia Tech
1989,Y07,1196,Florida
1989,Y08,1338,Pittsburgh
1989,Y09,1123,Ball St
1989,Y10,1161,Colorado St
1989,Y11,1400,Texas
1989,Y12,1258,Loy Marymount
1989,Y13,1114,Ark Little Rock
1989,Y14,1166,Creighton
1989,Y15,1137,Bucknell
1989,Y16,1270,McNeese St
1989,Z01,1328,Oklahoma
1989,Z02,1314,North Carolina
1989,Z03,1276,Michigan
1989,Z04,1199,Florida St
1989,Z05,1438,Virginia
1989,Z06,1104,Alabama
1989,Z07,1417,UCLA
1989,Z08,1247,La Salle
1989,Z09,1256,Louisiana Tech
1989,Z10,1235,Iowa St
1989,Z11,1375,South Alabama
1989,Z12,1344,Providence
1989,Z13,1292,MTSU
1989,Z14,1462,Xavier
1989,Z15,1380,Southern Univ
1989,Z16,1190,ETSU
1990,W01,1163,Connecticut
1990,W02,1242,Kansas
1990,W03,1181,Duke
1990,W04,1247,La Salle
1990,W05,1155,Clemson
1990,W06,1385,St John's
1990,W07,1417,UCLA
1990,W08,1231,Indiana
1990,W09,1143,California
1990,W10,1412,UAB
1990,W11,1396,Temple
1990,W12,1140,BYU
1990,W13,1379,Southern Miss
1990,W14,1350,Richmond
1990,W15,1352,Robert Morris
1990,W16,1131,Boston Univ
1990,X01,1328,Oklahoma
1990,X02,1345,Purdue
1990,X03,1207,Georgetown
1990,X04,1116,Arkansas
1990,X05,1228,Illinois
1990,X06,1462,Xavier
1990,X07,1208,Georgia
1990,X08,1314,North Carolina
1990,X09,1283,Missouri St
1990,X10,1400,Texas
1990,X11,1243,Kansas St
1990,X12,1173,Dayton
1990,X13,1343,Princeton
1990,X14,1411,TX Southern
1990,X15,1419,ULM
1990,X16,1406,Towson
1990,Y01,1277,Michigan St
1990,Y02,1393,Syracuse
1990,Y03,1281,Missouri
1990,Y04,1210,Georgia Tech
1990,Y05,1261,LSU
1990,Y06,1278,Minnesota
1990,Y07,1438,Virginia
1990,Y08,1222,Houston
1990,Y09,1364,UC Santa Barbara
1990,Y10,1323,Notre Dame
1990,Y11,1431,UTEP
1990,Y12,1437,Villanova
1990,Y13,1190,ETSU
1990,Y14,1320,Northern Iowa
1990,Y15,1164,Coppin St
1990,Y16,1293,Murray St
1990,Z01,1424,UNLV
1990,Z02,1112,Arizona
1990,Z03,1276,Michigan
1990,Z04,1257,Louisville
1990,Z05,1333,Oregon St
1990,Z06,1308,New Mexico St
1990,Z07,1104,Alabama
1990,Z08,1326,Ohio St
1990,Z09,1344,Providence
1990,Z10,1161,Colorado St
1990,Z11,1258,Loy Marymount
1990,Z12,1123,Ball St
1990,Z13,1225,Idaho
1990,Z14,1229,Illinois St
1990,Z15,1378,South Florida
1990,Z16,1114,Ark Little Rock
1991,W01,1314,North Carolina
1991,W02,1393,Syracuse
1991,W03,1329,Oklahoma St
1991,W04,1417,UCLA
1991,W05,1280,Mississippi St
1991,W06,1301,NC State
1991,W07,1345,Purdue
1991,W08,1343,Princeton
1991,W09,1437,Villanova
1991,W10,1396,Temple
1991,W11,1379,Southern Miss
1991,W12,1185,E Michigan
1991,W13,1336,Penn St
1991,W14,1307,New Mexico
1991,W15,1350,Richmond
1991,W16,1318,Northeastern
1991,X01,1116,Arkansas
1991,X02,1231,Indiana
1991,X03,1242,Kansas
1991,X04,1104,Alabama
1991,X05,1448,Wake Forest
1991,X06,1338,Pittsburgh
1991,X07,1199,Florida St
1991,X08,1113,Arizona St
1991,X09,1353,Rutgers
1991,X10,1425,USC
1991,X11,1208,Georgia
1991,X12,1256,Louisiana Tech
1991,X13,1293,Murray St
1991,X14,1309,New Orleans
1991,X15,1157,Coastal Car
1991,X16,1209,Georgia St
1991,Y01,1326,Ohio St
1991,Y02,1181,Duke
1991,Y03,1304,Nebraska
1991,Y04,1385,St John's
1991,Y05,1400,Texas
1991,Y06,1261,LSU
1991,Y07,1234,Iowa
1991,Y08,1210,Georgia Tech
1991,Y09,1177,DePaul
1991,Y10,1190,ETSU
1991,Y11,1163,Connecticut
1991,Y12,1389,St Peter's
1991,Y13,1296,N Illinois
1991,Y14,1462,Xavier
1991,Y15,1419,ULM
1991,Y16,1406,Towson
1991,Z01,1424,UNLV
1991,Z02,1112,Arizona
1991,Z03,1371,Seton Hall
1991,Z04,1428,Utah
1991,Z05,1277,Michigan St
1991,Z06,1308,New Mexico St
1991,Z07,1438,Virginia
1991,Z08,1207,Georgetown
1991,Z09,1435,Vanderbilt
1991,Z10,1140,BYU
1991,Z11,1166,Creighton
1991,Z12,1453,WI Green Bay
1991,Z13,1375,South Alabama
1991,Z14,1337,Pepperdine
1991,Z15,1384,St Francis PA
1991,Z16,1285,Montana
1992,W01,1181,Duke
1992,W02,1246,Kentucky
1992,W03,1269,Massachusetts
1992,W04,1371,Seton Hall
1992,W05,1281,Missouri
1992,W06,1393,Syracuse
1992,W07,1150,Charlotte
1992,W08,1400,Texas
1992,W09,1234,Iowa
1992,W10,1235,Iowa St
1992,W11,1343,Princeton
1992,W12,1452,West Virginia
1992,W13,1247,La Salle
1992,W14,1200,Fordham
1992,W15,1330,Old Dominion
1992,W16,1144,Campbell
1992,X01,1417,UCLA
1992,X02,1231,Indiana
1992,X03,1199,Florida St
1992,X04,1328,Oklahoma
1992,X05,1177,DePaul
1992,X06,1207,Georgetown
1992,X07,1261,LSU
1992,X08,1257,Louisville
1992,X09,1448,Wake Forest
1992,X10,1140,BYU
1992,X11,1378,South Florida
1992,X12,1308,New Mexico St
1992,X13,1418,Louisiana
1992,X14,1285,Montana
1992,X15,1183,E Illinois
1992,X16,1352,Robert Morris
1992,Y01,1242,Kansas
1992,Y02,1425,USC
1992,Y03,1116,Arkansas
1992,Y04,1153,Cincinnati
1992,Y05,1277,Michigan St
1992,Y06,1272,Memphis
1992,Y07,1210,Georgia Tech
1992,Y08,1191,Evansville
1992,Y09,1431,UTEP
1992,Y10,1222,Houston
1992,Y11,1337,Pepperdine
1992,Y12,1283,Missouri St
1992,Y13,1174,Delaware
1992,Y14,1293,Murray St
1992,Y15,1419,ULM
1992,Y16,1224,Howard
1992,Z01,1326,Ohio St
1992,Z02,1329,Oklahoma St
1992,Z03,1112,Arizona
1992,Z04,1314,North Carolina
1992,Z05,1104,Alabama
1992,Z06,1276,Michigan
1992,Z07,1385,St John's
1992,Z08,1304,Nebraska
1992,Z09,1163,Connecticut
1992,Z10,1408,Tulane
1992,Z11,1396,Temple
1992,Z12,1390,Stanford
1992,Z13,1275,Miami OH
1992,Z14,1190,ETSU
1992,Z15,1204,Ga Southern
1992,Z16,1290,MS Valley St
1993,W01,1314,North Carolina
1993,W02,1153,Cincinnati
1993,W03,1269,Massachusetts
1993,W04,1116,Arkansas
1993,W05,1385,St John's
1993,W06,1438,Virginia
1993,W07,1308,New Mexico St
1993,W08,1348,Rhode Island
1993,W09,1345,Purdue
1993,W10,1304,Nebraska
1993,W11,1264,Manhattan
1993,W12,1403,Texas Tech
1993,W13,1221,Holy Cross
1993,W14,1335,Penn
1993,W15,1164,Coppin St
1993,W16,1187,East Carolina
1993,X01,1231,Indiana
1993,X02,1242,Kansas
1993,X03,1181,Duke
1993,X04,1257,Louisville
1993,X05,1329,Oklahoma St
1993,X06,1143,California
1993,X07,1140,BYU
1993,X08,1309,New Orleans
1993,X09,1462,Xavier
1993,X10,1374,SMU
1993,X11,1261,LSU
1993,X12,1266,Marquette
1993,X13,1174,Delaware
1993,X14,1356,S Illinois
1993,X15,1123,Ball St
1993,X16,1460,Wright St
1993,Y01,1246,Kentucky
1993,Y02,1371,Seton Hall
1993,Y03,1199,Florida St
1993,Y04,1234,Iowa
1993,Y05,1448,Wake Forest
1993,Y06,1243,Kansas St
1993,Y07,1443,WKU
1993,Y08,1428,Utah
1993,Y09,1338,Pittsburgh
1993,Y10,1272,Memphis
1993,Y11,1408,Tulane
1993,Y12,1151,Chattanooga
1993,Y13,1419,ULM
1993,Y14,1191,Evansville
1993,Y15,1398,Tennessee St
1993,Y16,1351,Rider
1993,Z01,1276,Michigan
1993,Z02,1112,Arizona
1993,Z03,1435,Vanderbilt
1993,Z04,1210,Georgia Tech
1993,Z05,1307,New Mexico
1993,Z06,1228,Illinois
1993,Z07,1396,Temple
1993,Z08,1235,Iowa St
1993,Z09,1417,UCLA
1993,Z10,1281,Missouri
1993,Z11,1253,Long Beach St
1993,Z12,1203,G Washington
1993,Z13,1380,Southern Univ
1993,Z14,1129,Boise St
1993,Z15,1365,Santa Clara
1993,Z16,1157,Coastal Car
1994,W01,1314,North Carolina
1994,W02,1163,Connecticut
1994,W03,1196,Florida
1994,W04,1396,Temple
1994,W05,1231,Indiana
1994,W06,1304,Nebraska
1994,W07,1412,UAB
1994,W08,1450,Washington St
1994,W09,1130,Boston College
1994,W10,1203,G Washington
1994,W11,1335,Penn
1994,W12,1325,Ohio
1994,W13,1180,Drexel
1994,W14,1241,James Madison
1994,W15,1351,Rider
1994,W16,1251,Liberty
1994,X01,1345,Purdue
1994,X02,1181,Duke
1994,X03,1246,Kentucky
1994,X04,1242,Kansas
1994,X05,1448,Wake Forest
1994,X06,1266,Marquette
1994,X07,1277,Michigan St
1994,X08,1344,Providence
1994,X09,1104,Alabama
1994,X10,1371,Seton Hall
1994,X11,1418,Louisiana
1994,X12,1158,Col Charleston
1994,X13,1151,Chattanooga
1994,X14,1398,Tennessee St
1994,X15,1411,TX Southern
1994,X16,1416,UCF
1994,Y01,1116,Arkansas
1994,Y02,1269,Massachusetts
1994,Y03,1276,Michigan
1994,Y04,1329,Oklahoma St
1994,Y05,1417,UCLA
1994,Y06,1400,Texas
1994,Y07,1387,St Louis
1994,Y08,1228,Illinois
1994,Y09,1207,Georgetown
1994,Y10,1268,Maryland
1994,Y11,1443,WKU
1994,Y12,1409,Tulsa
1994,Y13,1308,New Mexico St
1994,Y14,1337,Pepperdine
1994,Y15,1402,Texas St
1994,Y16,1299,NC A&T
1994,Z01,1281,Missouri
1994,Z02,1112,Arizona
1994,Z03,1257,Louisville
1994,Z04,1393,Syracuse
1994,Z05,1143,California
1994,Z06,1278,Minnesota
1994,Z07,1438,Virginia
1994,Z08,1153,Cincinnati
1994,Z09,1458,Wisconsin
1994,Z10,1307,New Mexico
1994,Z11,1356,S Illinois
1994,Z12,1453,WI Green Bay
1994,Z13,1218,Hawaii
1994,Z14,1129,Boise St
1994,Z15,1259,Loyola MD
1994,Z16,1298,Navy
1995,W01,1448,Wake Forest
1995,W02,1269,Massachusetts
1995,W03,1437,Villanova
1995,W04,1329,Oklahoma St
1995,W05,1104,Alabama
1995,W06,1409,Tulsa
1995,W07,1150,Charlotte
1995,W08,1278,Minnesota
1995,W09,1387,St Louis
1995,W10,1390,Stanford
1995,W11,1228,Illinois
1995,W12,1335,Penn
1995,W13,1180,Drexel
1995,W14,1330,Old Dominion
1995,W15,1389,St Peter's
1995,W16,1299,NC A&T
1995,X01,1417,UCLA
1995,X02,1163,Connecticut
1995,X03,1268,Maryland
1995,X04,1428,Utah
1995,X05,1280,Mississippi St
1995,X06,1332,Oregon
1995,X07,1153,Cincinnati
1995,X08,1281,Missouri
1995,X09,1231,Indiana
1995,X10,1396,Temple
1995,X11,1400,Texas
1995,X12,1365,Santa Clara
1995,X13,1253,Long Beach St
1995,X14,1211,Gonzaga
1995,X15,1151,Chattanooga
1995,X16,1198,Florida Intl
1995,Y01,1242,Kansas
1995,Y02,1116,Arkansas
1995,Y03,1345,Purdue
1995,Y04,1438,Virginia
1995,Y05,1112,Arizona
1995,Y06,1272,Memphis
1995,Y07,1393,Syracuse
1995,Y08,1443,WKU
1995,Y09,1276,Michigan
1995,Y10,1356,S Illinois
1995,Y11,1257,Louisville
1995,Y12,1275,Miami OH
1995,Y13,1311,Nicholls St
1995,Y14,1453,WI Green Bay
1995,Y15,1411,TX Southern
1995,Y16,1159,Colgate
1995,Z01,1246,Kentucky
1995,Z02,1314,North Carolina
1995,Z03,1277,Michigan St
1995,Z04,1328,Oklahoma
1995,Z05,1113,Arizona St
1995,Z06,1207,Georgetown
1995,Z07,1235,Iowa St
1995,Z08,1140,BYU
1995,Z09,1408,Tulane
1995,Z10,1196,Florida
1995,Z11,1462,Xavier
1995,Z12,1123,Ball St
1995,Z13,1264,Manhattan
1995,Z14,1451,Weber St
1995,Z15,1293,Murray St
1995,Z16,1291,Mt St Mary's
1996,W01,1269,Massachusetts
1996,W02,1207,Georgetown
1996,W03,1403,Texas Tech
1996,W04,1266,Marquette
1996,W05,1336,Penn St
1996,W06,1314,North Carolina
1996,W07,1307,New Mexico
1996,W08,1133,Bradley
1996,W09,1390,Stanford
1996,W10,1243,Kansas St
1996,W11,1309,New Orleans
1996,W12,1116,Arkansas
1996,W13,1284,Monmouth NJ
1996,W14,1296,N Illinois
1996,W15,1290,MS Valley St
1996,W16,1416,UCF
1996,X01,1246,Kentucky
1996,X02,1448,Wake Forest
1996,X03,1437,Villanova
1996,X04,1428,Utah
1996,X05,1235,Iowa St
1996,X06,1257,Louisville
1996,X07,1276,Michigan
1996,X08,1453,WI Green Bay
1996,X09,1439,Virginia Tech
1996,X10,1400,Texas
1996,X11,1409,Tulsa
1996,X12,1143,California
1996,X13,1145,Canisius
1996,X14,1339,Portland
1996,X15,1419,ULM
1996,X16,1363,San Jose St
1996,Y01,1163,Connecticut
1996,Y02,1153,Cincinnati
1996,Y03,1210,Georgia Tech
1996,Y04,1417,UCLA
1996,Y05,1280,Mississippi St
1996,Y06,1231,Indiana
1996,Y07,1396,Temple
1996,Y08,1181,Duke
1996,Y09,1185,E Michigan
1996,Y10,1328,Oklahoma
1996,Y11,1130,Boston College
1996,Y12,1433,VCU
1996,Y13,1343,Princeton
1996,Y14,1122,Austin Peay
1996,Y15,1422,UNC Greensboro
1996,Y16,1159,Colgate
1996,Z01,1345,Purdue
1996,Z02,1242,Kansas
1996,Z03,1112,Arizona
1996,Z04,1393,Syracuse
1996,Z05,1272,Memphis
1996,Z06,1234,Iowa
1996,Z07,1268,Maryland
1996,Z08,1208,Georgia
1996,Z09,1155,Clemson
1996,Z10,1365,Santa Clara
1996,Z11,1203,G Washington
1996,Z12,1180,Drexel
1996,Z13,1286,Montana St
1996,Z14,1434,Valparaiso
1996,Z15,1354,S Carolina St
1996,Z16,1441,W Carolina
1997,W01,1314,North Carolina
1997,W02,1376,South Carolina
1997,W03,1307,New Mexico
1997,W04,1437,Villanova
1997,W05,1143,California
1997,W06,1257,Louisville
1997,W07,1458,Wisconsin
1997,W08,1231,Indiana
1997,W09,1160,Colorado
1997,W10,1400,Texas
1997,W11,1269,Massachusetts
1997,W12,1343,Princeton
1997,W13,1254,LIU Brooklyn
1997,W14,1330,Old Dominion
1997,W15,1164,Coppin St
1997,W16,1193,Fairfield
1997,X01,1242,Kansas
1997,X02,1181,Duke
1997,X03,1208,Georgia
1997,X04,1112,Arizona
1997,X05,1268,Maryland
1997,X06,1228,Illinois
1997,X07,1266,Marquette
1997,X08,1345,Purdue
1997,X09,1348,Rhode Island
1997,X10,1344,Providence
1997,X11,1425,USC
1997,X12,1158,Col Charleston
1997,X13,1375,South Alabama
1997,X14,1151,Chattanooga
1997,X15,1293,Murray St
1997,X16,1238,Jackson St
1997,Y01,1278,Minnesota
1997,Y02,1417,UCLA
1997,Y03,1153,Cincinnati
1997,Y04,1155,Clemson
1997,Y05,1409,Tulsa
1997,Y06,1235,Iowa St
1997,Y07,1462,Xavier
1997,Y08,1279,Mississippi
1997,Y09,1396,Temple
1997,Y10,1435,Vanderbilt
1997,Y11,1229,Illinois St
1997,Y12,1131,Boston Univ
1997,Y13,1275,Miami OH
1997,Y14,1139,Butler
1997,Y15,1149,Charleston So
1997,Y16,1402,Texas St
1997,Z01,1246,Kentucky
1997,Z02,1428,Utah
1997,Z03,1448,Wake Forest
1997,Z04,1386,St Joseph's PA
1997,Z05,1130,Boston College
1997,Z06,1390,Stanford
1997,Z07,1150,Charlotte
1997,Z08,1234,Iowa
1997,Z09,1438,Virginia
1997,Z10,1207,Georgetown
1997,Z11,1328,Oklahoma
1997,Z12,1434,Valparaiso
1997,Z13,1334,Pacific
1997,Z14,1388,St Mary's CA
1997,Z15,1298,Navy
1997,Z16,1285,Montana
1998,W01,1314,North Carolina
1998,W02,1163,Connecticut
1998,W03,1376,South Carolina
1998,W04,1277,Michigan St
1998,W05,1343,Princeton
1998,W06,1462,Xavier
1998,W07,1231,Indiana
1998,W08,1150,Charlotte
1998,W09,1227,IL Chicago
1998,W10,1328,Oklahoma
1998,W11,1449,Washington
1998,W12,1424,UNLV
1998,W13,1185,E Michigan
1998,W14,1350,Richmond
1998,W15,1192,F Dickinson
1998,W16,1298,Navy
1998,X01,1112,Arizona
1998,X02,1153,Cincinnati
1998,X03,1428,Utah
1998,X04,1268,Maryland
1998,X05,1228,Illinois
1998,X06,1116,Arkansas
1998,X07,1396,Temple
1998,X08,1397,Tennessee
1998,X09,1229,Illinois St
1998,X10,1452,West Virginia
1998,X11,1304,Nebraska
1998,X12,1375,South Alabama
1998,X13,1429,Utah St
1998,X14,1362,San Francisco
1998,X15,1319,Northern Arizona
1998,X16,1311,Nicholls St
1998,Y01,1242,Kansas
1998,Y02,1345,Purdue
1998,Y03,1390,Stanford
1998,Y04,1279,Mississippi
1998,Y05,1395,TCU
1998,Y06,1155,Clemson
1998,Y07,1385,St John's
1998,Y08,1348,Rhode Island
1998,Y09,1293,Murray St
1998,Y10,1178,Detroit
1998,Y11,1444,W Michigan
1998,Y12,1199,Florida St
1998,Y13,1434,Valparaiso
1998,Y14,1158,Col Charleston
1998,Y15,1174,Delaware
1998,Y16,1341,Prairie View
1998,Z01,1181,Duke
1998,Z02,1246,Kentucky
1998,Z03,1276,Michigan
1998,Z04,1307,New Mexico
1998,Z05,1393,Syracuse
1998,Z06,1417,UCLA
1998,Z07,1269,Massachusetts
1998,Z08,1329,Oklahoma St
1998,Z09,1203,G Washington
1998,Z10,1387,St Louis
1998,Z11,1274,Miami FL
1998,Z12,1233,Iona
1998,Z13,1139,Butler
1998,Z14,1172,Davidson
1998,Z15,1354,S Carolina St
1998,Z16,1347,Radford
1999,W01,1181,Duke
1999,W02,1274,Miami FL
1999,W03,1153,Cincinnati
1999,W04,1397,Tennessee
1999,W05,1458,Wisconsin
1999,W06,1396,Temple
1999,W07,1400,Texas
1999,W08,1158,Col Charleston
1999,W09,1409,Tulsa
1999,W10,1345,Purdue
1999,W11,1245,Kent
1999,W12,1283,Missouri St
1999,W13,1174,Delaware
1999,W14,1206,George Mason
1999,W15,1248,Lafayette
1999,W16,1197,Florida A&M
1999,X01,1277,Michigan St
1999,X02,1428,Utah
1999,X03,1246,Kentucky
1999,X04,1112,Arizona
1999,X05,1150,Charlotte
1999,X06,1242,Kansas
1999,X07,1449,Washington
1999,X08,1437,Villanova
1999,X09,1279,Mississippi
1999,X10,1275,Miami OH
1999,X11,1191,Evansville
1999,X12,1348,Rhode Island
1999,X13,1328,Oklahoma
1999,X14,1308,New Mexico St
1999,X15,1117,Arkansas St
